accuracy,loss,val_accuracy,val_loss
0.8100000023841858,0.5508577227592468,0.8379999995231628,0.3438994884490967
0.8485333323478699,0.3366081416606903,0.8658000230789185,0.30776530504226685
0.8677999973297119,0.30518853664398193,0.8837000131607056,0.28089916706085205
0.875166654586792,0.2846645414829254,0.8840000033378601,0.2690724730491638
0.8833000063896179,0.27032744884490967,0.8991000056266785,0.23873917758464813
0.8992999792098999,0.235268697142601,0.9186000227928162,0.17833834886550903
0.9368333220481873,0.16745395958423615,0.9595999717712402,0.11357641965150833
0.962933361530304,0.11222584545612335,0.980400025844574,0.07948195934295654
0.9728999733924866,0.08492869138717651,0.9797000288963318,0.07197719812393188
0.9738333225250244,0.07784733921289444,0.9810000061988831,0.0661904588341713
0.9751333594322205,0.07076533883810043,0.9819999933242798,0.059757299721241
0.9784666895866394,0.06304846704006195,0.9828000068664551,0.05592024698853493
0.9794333577156067,0.06064143031835556,0.983299970626831,0.055323176085948944
0.9808666706085205,0.0543726421892643,0.9854000210762024,0.049258388578891754
0.9822999835014343,0.05039135739207268,0.9857000112533569,0.04649585485458374
0.9816333055496216,0.04747985675930977,0.9855999946594238,0.04374147206544876
0.9834666848182678,0.045033738017082214,0.9846000075340271,0.044306181371212006
0.9830333590507507,0.0449465736746788,0.9850000143051147,0.04171760752797127
0.9839333295822144,0.04267199710011482,0.9864000082015991,0.04028432443737984
0.9843000173568726,0.039034780114889145,0.9853000044822693,0.042476460337638855
0.9861999750137329,0.03746628761291504,0.9868999719619751,0.03864576667547226
0.98580002784729,0.036293577402830124,0.9847000241279602,0.045342665165662766
0.9867666959762573,0.03453904762864113,0.9876000285148621,0.03737527132034302
0.987333357334137,0.03353629261255264,0.9879000186920166,0.03707923740148544
0.9868666529655457,0.03257386013865471,0.9879999756813049,0.03612026944756508
0.9880666732788086,0.029438406229019165,0.9879000186920166,0.0374772809445858
0.9879666566848755,0.030755100771784782,0.988099992275238,0.036219775676727295
0.9883999824523926,0.0313480868935585,0.9890999794006348,0.03628722205758095
0.9888333082199097,0.02789878472685814,0.9883000254631042,0.03618822619318962
0.9901333451271057,0.0254093948751688,0.9884999990463257,0.03620002791285515
0.9896000027656555,0.027995221316814423,0.9884999990463257,0.0372023843228817
0.9891999959945679,0.027807721868157387,0.9876000285148621,0.037284787744283676
0.9901666641235352,0.026299776509404182,0.9883000254631042,0.03960287198424339
0.9908999800682068,0.02376166358590126,0.9876000285148621,0.03914964199066162
0.9887666702270508,0.0290214866399765,0.988099992275238,0.039989668875932693
