,precision,recall,f1-score,support
0,0.8430493273542601,0.8034188034188035,0.8227571115973742,234.0
1,0.9952950802904776,0.9964161376203153,0.9958552934554572,9766.0
accuracy,0.9919,0.9919,0.9919,0.9919
macro avg,0.9191722038223689,0.8999174705195594,0.9093062025264157,10000.0
weighted avg,0.9917325296717702,0.9919,0.991804795999978,10000.0
