accuracy,loss,val_accuracy,val_loss
0.9818999767303467,0.038487743586301804,0.9879999756813049,0.024683132767677307
0.9853333234786987,0.028368903324007988,0.9883999824523926,0.02548908069729805
0.9874333143234253,0.025637172162532806,0.9887999892234802,0.025973519310355186
0.9881333112716675,0.026033524423837662,0.9872999787330627,0.024132709950208664
0.9872000217437744,0.02645632065832615,0.9765999913215637,0.02807430736720562
0.9883999824523926,0.024655846878886223,0.9894000291824341,0.023033099249005318
0.9887999892234802,0.02473555877804756,0.9873999953269958,0.03366236388683319
0.9883999824523926,0.025754213333129883,0.9890999794006348,0.02355593629181385
0.9888333082199097,0.023810749873518944,0.9886999726295471,0.024174103513360023
0.9883666634559631,0.0243071261793375,0.9879000186920166,0.023830292746424675
0.9895666837692261,0.02237839624285698,0.9868000149726868,0.028494521975517273
0.9901333451271057,0.021713748574256897,0.9909999966621399,0.028152570128440857
0.9904000163078308,0.021213384345173836,0.9904000163078308,0.022985832765698433
0.9912333488464355,0.0202566459774971,0.9912999868392944,0.025772057473659515
0.991100013256073,0.02176605723798275,0.9912999868392944,0.02673237957060337
0.9916999936103821,0.01966235227882862,0.9918000102043152,0.024677500128746033
0.9919000267982483,0.019762350246310234,0.9919999837875366,0.022811876609921455
0.9922666549682617,0.01833372935652733,0.9909999966621399,0.026321353390812874
0.9923333525657654,0.018219588324427605,0.991100013256073,0.02848607860505581
0.9924666881561279,0.01810743473470211,0.992900013923645,0.024512868374586105
0.9922666549682617,0.017635028809309006,0.9912999868392944,0.028166260570287704
0.9918000102043152,0.01858876831829548,0.9908000230789185,0.026988811790943146
0.9919333457946777,0.018816489726305008,0.9909999966621399,0.024880826473236084
0.9923333525657654,0.01822352409362793,0.9908999800682068,0.027404876425862312
0.9920666813850403,0.019148243591189384,0.991599977016449,0.026381555944681168
0.9925333261489868,0.019191361963748932,0.9908000230789185,0.026972323656082153
0.9918333292007446,0.019084308296442032,0.9915000200271606,0.024773139506578445
