,precision,recall,f1-score,support
0,0.8652173913043478,0.8504273504273504,0.8577586206896551,234.0
1,0.996417604912999,0.9968257218922794,0.9966216216216216,9766.0
accuracy,0.9934,0.9934,0.9934,0.9934
macro avg,0.9308174981086734,0.9236265361598148,0.9271901211556384,10000.0
weighted avg,0.9933475199145565,0.9934,0.9933722273998136,10000.0
