,precision,recall,f1-score,support
0,0.8174273858921162,0.8418803418803419,0.8294736842105264,234.0
1,0.9996865858754701,0.9996865858754701,0.9996865858754701,9572.0
2,0.0,0.0,0.0,9.0
3,0.7433155080213903,0.7513513513513513,0.7473118279569892,185.0
accuracy,0.9905,0.9905,0.9905,0.9905
macro avg,0.6401073699472442,0.6482295697767908,0.6441180245107465,10000.0
weighted avg,0.9897791377282712,0.9905,0.9901349530277306,10000.0
