Train_Size,Train_Mean_Accuracy,Train_Std_Accuracy,Val_Mean_Accuracy,Val_Std_Accuracy
2400,0.9980833333333333,0.000333333333333341,0.9844333333333333,0.0012762793146051177
7800,0.9975641025641024,0.0007475579352365742,0.9867333333333332,0.0012409673645990935
13200,0.9977272727272728,0.0002489647988659744,0.9878333333333333,0.0014832396974191315
18600,0.9976774193548387,0.00034742998755704017,0.9891666666666665,0.001605545943838978
24000,0.9978333333333336,0.000256850583457034,0.9898666666666667,0.0014118545723031787
