Metric,Value
Training Accuracy,0.9940666666666667
Validation Accuracy,0.991
Test Accuracy,0.9924
Training Loss,0.01434259105962394
Validation Loss,0.0218243152558777
Test Loss,0.016208061032981867
Test Precision,0.9971270264723989
Test Recall,0.9950849887364325
Test F1 Score,0.9961049610496105
Test AUC-ROC,0.9981931907489966
Training Time (seconds),56.1606662273407
