,precision,recall,f1-score,support
0,0.8347457627118644,0.8418803418803419,0.8382978723404255,234.0
1,0.9962105694387546,0.9960065533483514,0.9961085509472606,9766.0
accuracy,0.9924,0.9924,0.9924,0.9924
macro avg,0.9154781660753095,0.9189434476143467,0.9172032116438431,10000.0
weighted avg,0.9924322929613454,0.9924,0.9924157810678608,10000.0
