,precision,recall,f1-score,support
0,0.8638297872340426,0.8675213675213675,0.8656716417910447,234.0
1,0.9968253968253968,0.9967233258242884,0.9967743587117915,9766.0
accuracy,0.9937,0.9937,0.9937,0.9937
macro avg,0.9303275920297197,0.9321223466728279,0.9312230002514181,10000.0
weighted avg,0.9937132995609591,0.9937,0.993706555135846,10000.0
