accuracy,loss,val_accuracy,val_loss
0.79830002784729,0.49977782368659973,0.8353999853134155,0.34160545468330383
0.8487666845321655,0.3421449363231659,0.8744999766349792,0.30638742446899414
0.8633333444595337,0.3162199854850769,0.8773999810218811,0.28858482837677
0.8691666722297668,0.3042665719985962,0.8790000081062317,0.2809877395629883
0.8739333152770996,0.2918857932090759,0.8718000054359436,0.28639811277389526
0.8778333067893982,0.2821309268474579,0.8880000114440918,0.26206883788108826
0.885866641998291,0.26490873098373413,0.8939999938011169,0.23938046395778656
0.9032666683197021,0.23003727197647095,0.8971999883651733,0.2672038972377777
0.9385666847229004,0.16032029688358307,0.9639000296592712,0.1055559292435646
0.9578333497047424,0.1129772961139679,0.9624000191688538,0.10670492798089981
0.968500018119812,0.08758272230625153,0.9779000282287598,0.06339414417743683
0.9743000268936157,0.06928715109825134,0.9746999740600586,0.06871297955513
0.9793999791145325,0.05643424019217491,0.9710000157356262,0.08017982542514801
0.9804333448410034,0.05127333104610443,0.9799000024795532,0.057154856622219086
0.9811999797821045,0.05235975980758667,0.9853000044822693,0.04341217875480652
0.9830333590507507,0.046779558062553406,0.9854000210762024,0.04169032350182533
0.9807999730110168,0.0562378354370594,0.9854999780654907,0.041385240852832794
0.9854000210762024,0.04084016755223274,0.9868999719619751,0.03984091430902481
0.9843999743461609,0.04753647744655609,0.9868000149726868,0.04112155735492706
0.9856666922569275,0.038802437484264374,0.9860000014305115,0.04043394699692726
0.9858666658401489,0.03781573474407196,0.9855999946594238,0.04220803081989288
0.9855333566665649,0.03835446387529373,0.9866999983787537,0.03891390189528465
0.9860333204269409,0.03992670401930809,0.9866999983787537,0.037109799683094025
0.9870666861534119,0.03370404988527298,0.9869999885559082,0.03916393592953682
0.9863333106040955,0.03865488991141319,0.9866999983787537,0.03958652541041374
0.9861000180244446,0.036813221871852875,0.98580002784729,0.0404045470058918
0.9861666560173035,0.03904014825820923,0.9879999756813049,0.03664517402648926
0.9873999953269958,0.03306219354271889,0.9873999953269958,0.040486469864845276
0.9885333180427551,0.03143147751688957,0.9876999855041504,0.04364994168281555
0.9888666868209839,0.028805486857891083,0.9866999983787537,0.038942549377679825
0.9882333278656006,0.03198261186480522,0.9883999824523926,0.03706568479537964
0.9891666769981384,0.030218297615647316,0.9878000020980835,0.03858298808336258
0.9883666634559631,0.02918553538620472,0.9876000285148621,0.03812835365533829
0.9884333610534668,0.032297372817993164,0.9388999938964844,0.17957890033721924
0.9872999787330627,0.036772049963474274,0.9861999750137329,0.04205142334103584
0.9884999990463257,0.03221627324819565,0.9882000088691711,0.03939636051654816
0.9894000291824341,0.027905471622943878,0.9876000285148621,0.04198548570275307
