Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss
1,0.9748666882514954,0.9861000180244446,0.14385397732257843,0.03261416777968407
2,0.9865999817848206,0.988099992275238,0.03166791796684265,0.02873091772198677
3,0.9878666400909424,0.9884999990463257,0.028588909655809402,0.027790630236268044
4,0.9889333248138428,0.9904999732971191,0.026359593495726585,0.024026624858379364
5,0.9906333088874817,0.9891999959945679,0.023963622748851776,0.026149610057473183
6,0.9904666543006897,0.9908000230789185,0.02255636639893055,0.022807184606790543
7,0.991100013256073,0.9921000003814697,0.02208559215068817,0.020915120840072632
8,0.991433322429657,0.9905999898910522,0.021474050357937813,0.022521451115608215
9,0.9918666481971741,0.9909999966621399,0.020403169095516205,0.022149065509438515
10,0.9919000267982483,0.9916999936103821,0.019392019137740135,0.021592650562524796
11,0.9919333457946777,0.9919000267982483,0.019745973870158195,0.02102402038872242
12,0.9926000237464905,0.9912999868392944,0.018411759287118912,0.02344726026058197
13,0.9923333525657654,0.9916999936103821,0.018320908769965172,0.02101931720972061
14,0.9929333329200745,0.9912999868392944,0.01790054515004158,0.021595079451799393
15,0.9932000041007996,0.991100013256073,0.01746826246380806,0.02193012274801731
16,0.9929333329200745,0.9921000003814697,0.016869129613041878,0.02160421758890152
17,0.9932000041007996,0.9919999837875366,0.015876835212111473,0.02298133261501789
