,precision,recall,f1-score,support
0,0.8157894736842105,0.7948717948717948,0.8051948051948052,234.0
1,0.999791013584117,0.9995821145006268,0.9996865531292446,9572.0
2,0.0,0.0,0.0,9.0
3,0.698019801980198,0.7621621621621621,0.7286821705426356,185.0
accuracy,0.9895,0.9895,0.9895,0.9895
macro avg,0.6284000723121315,0.6391540178836459,0.6333908822166714,10000.0
weighted avg,0.989002798223561,0.9895,0.98922214725191,10000.0
