Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss
1,0.9747999906539917,0.9865999817848206,0.0653703361749649,0.03714141994714737
2,0.9826666712760925,0.9858999848365784,0.04097618907690048,0.033938780426979065
3,0.9841333627700806,0.9848999977111816,0.03815116360783577,0.03493073582649231
4,0.9843666553497314,0.9883999824523926,0.03537592664361,0.030362924560904503
5,0.9855999946594238,0.9878000020980835,0.03387055546045303,0.031667280942201614
6,0.98580002784729,0.9865000247955322,0.03219381719827652,0.031365737318992615
7,0.9867666959762573,0.9846000075340271,0.03242350369691849,0.03199223801493645
8,0.9852333068847656,0.9872000217437744,0.03502284735441208,0.030380751937627792
9,0.9872666597366333,0.9861999750137329,0.03044961392879486,0.030169131234288216
10,0.9864333271980286,0.9879999756813049,0.032647110521793365,0.02900412306189537
11,0.9872333407402039,0.9883000254631042,0.030785178765654564,0.02906109020113945
12,0.9872000217437744,0.9887999892234802,0.029307907447218895,0.027899878099560738
13,0.9880666732788086,0.9889000058174133,0.029650092124938965,0.027353869751095772
14,0.9887333512306213,0.989300012588501,0.02864358387887478,0.025888314470648766
15,0.9888333082199097,0.9850999712944031,0.028681660071015358,0.030329788103699684
16,0.9889666438102722,0.989799976348877,0.027575302869081497,0.0268899817019701
17,0.9889333248138428,0.9901999831199646,0.026693249121308327,0.025151163339614868
18,0.989466667175293,0.9901999831199646,0.02664158120751381,0.0242708008736372
19,0.9887666702270508,0.9909999966621399,0.029030775651335716,0.02313901297748089
20,0.9898333549499512,0.9891999959945679,0.026070473715662956,0.026323892176151276
21,0.9898999929428101,0.991100013256073,0.02612324431538582,0.02296103537082672
22,0.9901000261306763,0.9900000095367432,0.025615161284804344,0.02586616575717926
23,0.9898999929428101,0.9907000064849854,0.025903061032295227,0.023341376334428787
24,0.9897333383560181,0.9904999732971191,0.025312261655926704,0.024695316329598427
25,0.9901999831199646,0.9909999966621399,0.024998612701892853,0.023062389343976974
26,0.9904000163078308,0.9911999702453613,0.025282202288508415,0.022430550307035446
27,0.9905333518981934,0.9907000064849854,0.02456309273838997,0.023879293352365494
28,0.9904666543006897,0.9905999898910522,0.024151330813765526,0.024768821895122528
29,0.9902999997138977,0.9922000169754028,0.024442439898848534,0.021161504089832306
30,0.9905999898910522,0.9907000064849854,0.02363600954413414,0.023249344900250435
31,0.9910333156585693,0.989799976348877,0.02321028895676136,0.027143515646457672
32,0.9905666708946228,0.9918000102043152,0.023266052827239037,0.020788388326764107
33,0.9907000064849854,0.9919999837875366,0.023572109639644623,0.020843341946601868
34,0.9908333420753479,0.9923999905586243,0.02362961694598198,0.020554665476083755
35,0.9907333254814148,0.9905999898910522,0.02270514704287052,0.02193661965429783
36,0.9911666512489319,0.9925000071525574,0.0227078665047884,0.020579908043146133
37,0.9907333254814148,0.9908999800682068,0.023401468992233276,0.022205831483006477
38,0.9905333518981934,0.9912999868392944,0.024004295468330383,0.022310055792331696
39,0.9907333254814148,0.9901000261306763,0.02265290915966034,0.02473924122750759
40,0.9910333156585693,0.9919999837875366,0.022774850949645042,0.021213829517364502
41,0.991599977016449,0.9915000200271606,0.022122282534837723,0.022679530084133148
42,0.9907666444778442,0.9915000200271606,0.02527650073170662,0.022428041324019432
43,0.990933358669281,0.992900013923645,0.02263154275715351,0.021807895973324776
44,0.9915000200271606,0.9925000071525574,0.021735262125730515,0.021228574216365814
