,precision,recall,f1-score,support
0,0.80078125,0.8760683760683761,0.8367346938775511,234.0
1,0.9995820271682341,0.9993731717509402,0.999477588548741,9572.0
2,0.0,0.0,0.0,9.0
3,0.7528735632183908,0.7081081081081081,0.7298050139275766,185.0
accuracy,0.9902,0.9902,0.9902,0.9902
macro avg,0.6383092100966562,0.6458874139818561,0.6415043240884671,10000.0
weighted avg,0.9894663585749739,0.9902,0.9897809323532498,10000.0
