,precision,recall,f1-score,support
0,0.831858407079646,0.8034188034188035,0.8173913043478261,234.0
1,0.9952936361776141,0.9961089494163424,0.9957011258955988,9766.0
accuracy,0.9916,0.9916,0.9916,0.9916
macro avg,0.91357602162863,0.8997638764175729,0.9065462151217125,10000.0
weighted avg,0.9914692518167216,0.9916,0.9915286760713808,10000.0
